ID;Property name;Address;Postcode;City;CKCode;Submarket;Completion Quarter;Completion Year;Development status;Type;Type of use;Tenant;Agent;Industry;Type;Floor space;Industrial Space: Subtype;Rent;Move-in Quarter;Move-in Year;Contract Quarter;Contract Year;Contract Duration;Use;gis_x;gis_y
60575;;Chausseestraße 21 / Invalidenstraße 112;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU; EH;";Porth Gruppe;;Real Estate Services;Vermietung;170;;27;Q2;2022;Q2;2022;;BU;13,38351;52,53051
60575;;Chausseestraße 21 / Invalidenstraße 112;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU; EH;";feps GmbH;Colliers International;Business Services;Vermietung;120;;25;Q2;2021;Q2;2021;;BU;13,38351;52,53051
2306;Einzelhandels-, Wohn- und Gewerbegebäude Rote Apotheke;Neue Schönhauser Straße 9 - 10 / Rosenthaler Straße 46 / 47;10178;Berlin;11000000;Mitte;Q4;2003;Completed;Modernisation;"BU; EH; WO;";Psychologicum Berlin IMG Gesellschaft;;Health and Welfare Service;Vermietung;220;;20;Q4;2017;Q4;2017;5;BU;13,4034;52,5245
2306;Einzelhandels-, Wohn- und Gewerbegebäude Rote Apotheke;Neue Schönhauser Straße 9 - 10 / Rosenthaler Straße 46 / 47;10178;Berlin;11000000;Mitte;Q4;2003;Completed;Modernisation;"BU; EH; WO;";n/a;;Business Services;Anschlußmietvertrag;420;;;Q3;2017;Q3;2017;2;BU;13,4034;52,5245
2306;Einzelhandels-, Wohn- und Gewerbegebäude Rote Apotheke;Neue Schönhauser Straße 9 - 10 / Rosenthaler Straße 46 / 47;10178;Berlin;11000000;Mitte;Q4;2003;Completed;Modernisation;"BU; EH; WO;";n/a;Cushman & Wakefield;Information Technology;Vermietung;300;;22;Q1;2016;Q1;2016;;BU;13,4034;52,5245
2306;Einzelhandels-, Wohn- und Gewerbegebäude Rote Apotheke;Neue Schönhauser Straße 9 - 10 / Rosenthaler Straße 46 / 47;10178;Berlin;11000000;Mitte;Q4;2003;Completed;Modernisation;"BU; EH; WO;";n/a;;Not for profit, Charity, Society;Anschlußmietvertrag;250;;;Q3;2015;Q3;2015;5;BU;13,4034;52,5245
1893;;Heidelberger Straße 63 - 64;12435;Berlin;11000000;Peripherie-Süd;Q4;1997;Completed;New Building;"BU;";io projects GmbH;;Consulting Services;Vermietung;180;;9;Q2;2016;Q2;2016;;BU;13,45511;52,48504
137922;Carré Sama-Riga - Neubau;Rigaer Straße 71 - 73a;10247;Berlin;11000000;Friedrichshain;Q2;2020;Completed;New Building;"BU; WO;";Atene Kom GmbH;;Consulting Services;Vermietung;1670;;25,1;Q4;2021;Q4;2021;;BU;13,4667;52,51644
137922;Carré Sama-Riga - Neubau;Rigaer Straße 71 - 73a;10247;Berlin;11000000;Friedrichshain;Q2;2020;Completed;New Building;"BU; WO;";n/a;;Information Technology;Vermietung in Bau;1660;;25;Q4;2019;Q4;2019;;BU;13,4667;52,51644
137922;Carré Sama-Riga - Neubau;Rigaer Straße 71 - 73a;10247;Berlin;11000000;Friedrichshain;Q2;2020;Completed;New Building;"BU; WO;";n/a;;Information Technology;Vermietung in Bau;870;;20;Q1;2019;Q1;2019;;BU;13,4667;52,51644
137922;Carré Sama-Riga - Neubau;Rigaer Straße 71 - 73a;10247;Berlin;11000000;Friedrichshain;Q2;2020;Completed;New Building;"BU; WO;";n/a;;Education;Vorvermietung;;;;Q4;2019;Q1;2016;;BU;13,4667;52,51644
137922;Carré Sama-Riga - Neubau;Rigaer Straße 71 - 73a;10247;Berlin;11000000;Friedrichshain;Q2;2020;Completed;New Building;"BU; WO;";n/a;;Not for profit, Charity, Society;Vorvermietung;;;;Q4;2019;Q1;2016;;BU;13,4667;52,51644
220383;;Fontanepromenade 15;10961;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU;";FREE NOW (Intelligent Apps GmbH);JLL;Passender Transport;Vermietung;290;;21,5;Q1;2020;Q4;2019;;BU;13,40764;52,49164
185212;Büroobjekt im Gewerbepark Groß-Berliner Damm 96 - 98;Groß-Berliner Damm 96;12487;Berlin;11000000;Adlershof;Q3;2016;Completed;New Building;"BU;";Theion GmbH;;Manufacturing;Vermietung;1820;;9,8;Q3;2022;Q3;2022;;BU;13,52251;52,44028
185212;Büroobjekt im Gewerbepark Groß-Berliner Damm 96 - 98;Groß-Berliner Damm 96;12487;Berlin;11000000;Adlershof;Q3;2016;Completed;New Building;"BU;";primion Technology AG;JLL;Information Technology;Vermietung;510;;10,2;Q3;2019;Q3;2019;;BU;13,52251;52,44028
76745;;Friedrichstraße 81 - 82 / Behrenstraße 27;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU; EH;";Sphera Solutions GmbH;CBRE;Information Technology;Vermietung;160;;27,5;Q2;2020;Q2;2020;;BU;13,38954;52,51535
76745;;Friedrichstraße 81 - 82 / Behrenstraße 27;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU; EH;";Amprion GmbH;CBRE;Energy, Utilities;Vermietung;340;;32;Q4;2019;Q4;2019;;BU;13,38954;52,51535
76745;;Friedrichstraße 81 - 82 / Behrenstraße 27;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU; EH;";n/a;;Business Services;Vermietung;160;;15;Q1;2015;Q1;2015;;BU;13,38954;52,51535
95672;;Warschauer Straße 57;10243;Berlin;11000000;Friedrichshain;;;Completed;Existing;"BU;";Vimcar GmbH;CBRE;Information Technology;Vermietung;1880;;29,5;Q1;2020;Q1;2020;;BU;13,45137;52,5092
193055;WINDnovation Verwaltungsgebäude;Wagner-Régeny-Straße;12489;Berlin;11000000;Adlershof;Q3;2018;Completed;New Building;"BU;";n/a;;Manufacturing;Eigennutzung;1500;;;Q1;2018;Q4;2017;;BU;13,53586;52,43592
161195;BHF-Bank;Französische Straße 9 -12;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";n/a;;Information Technology;Anmietung in Coworking;300;;;Q1;2023;Q4;2022;;BU;13,38687;52,51444
161195;BHF-Bank;Französische Straße 9 -12;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";Bundesministerium für Arbeit und Soziales;;Public Organisation;Vermietung;1860;;17,5;Q4;2016;Q4;2016;10;BU;13,38687;52,51444
161195;BHF-Bank;Französische Straße 9 -12;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";Express Fonds Nordwest GmbH;;Consulting Services;Vermietung;310;;15;Q4;2016;Q4;2016;;BU;13,38687;52,51444
161195;BHF-Bank;Französische Straße 9 -12;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";Satellite Office;Basis AG;Flexible Office Provider;Vermietung;1200;;18,2;Q4;2015;Q4;2015;;BU;13,38687;52,51444
161195;BHF-Bank;Französische Straße 9 -12;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";n/a;;Research and Development;Vermietung;880;;13;Q3;2015;Q3;2015;;BU;13,38687;52,51444
95752;Oranienhof;Oranienstraße 183;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU;";n/a;;Information Technology;Vermietung;310;;;Q3;2024;Q3;2024;;BU;13,42048;52,5004
95752;Oranienhof;Oranienstraße 183;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU;";Sport-Thieme GmbH;;Retailing;Vermietung;310;;;Q3;2024;Q3;2024;;BU;13,42048;52,5004
95752;Oranienhof;Oranienstraße 183;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU;";Felgendreher Olfs Köchling Architekten GmbH;;Business Services;Vermietung;160;;;Q3;2024;Q3;2024;;BU;13,42048;52,5004
95752;Oranienhof;Oranienstraße 183;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU;";Motatos GmbH;;Retailing - eCommerce;Vermietung;170;;28,5;Q2;2022;Q2;2022;;BU;13,42048;52,5004
95752;Oranienhof;Oranienstraße 183;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU;";GDW Global Digital Woman GmbH;;Consulting Services;Vermietung;160;;26;Q2;2022;Q2;2022;;BU;13,42048;52,5004
95752;Oranienhof;Oranienstraße 183;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU;";Urbify Technology GmbH;;Information Technology;Vermietung;160;;29,2;Q2;2022;Q2;2022;;BU;13,42048;52,5004
95752;Oranienhof;Oranienstraße 183;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU;";Cquest GmbH;;Business Services;Vermietung;160;;26;Q2;2022;Q2;2022;;BU;13,42048;52,5004
219059;Wohn- und Geschäftshaus;Eisenacher Straße 49;10823;Berlin;11000000;Schöneberg;;;Completed;Existing;"BU; WO;";n/a;;Education;Vermietung;300;;;Q2;2019;Q1;2019;;BU;13,34935;52,48756
220948;Scale - Wohn und Geschäftsquartier am Tacheles;Oranienburger Straße 57;10117;Berlin;11000000;Mitte;Q2;2023;Completed;Demolition & New building;"BU; EH;";n/a;;Information Technology;Vermietung in Bau;3510;;;Q1;2023;Q3;2022;;BU;13,38962;52,52557
70070;Lützow Urban Offices (Tele-City / CarrierColo);Lützowstraße 105 - 106;10785;Berlin;11000000;Tiergarten;Q4;2000;Completed;Existing;"BU; LO;";Interzero Holding GmbH & Co. KG;Avison Young;Business Services;Vermietung;690;;30;Q3;2023;Q2;2023;;BU;13,3693;52,50197
70070;Lützow Urban Offices (Tele-City / CarrierColo);Lützowstraße 105 - 106;10785;Berlin;11000000;Tiergarten;Q4;2000;Completed;Existing;"BU; LO;";DNS Net Internet Service GmbH;;Information Technology;Vermietung;1710;;25,5;Q1;2022;Q1;2022;15;BU;13,3693;52,50197
70070;Lützow Urban Offices (Tele-City / CarrierColo);Lützowstraße 105 - 106;10785;Berlin;11000000;Tiergarten;Q4;2000;Completed;Existing;"BU; LO;";Scoutbee GmbH;Avison Young;Information Technology;Vermietung;1770;;28,2;Q2;2020;Q1;2020;;BU;13,3693;52,50197
70070;Lützow Urban Offices (Tele-City / CarrierColo);Lützowstraße 105 - 106;10785;Berlin;11000000;Tiergarten;Q4;2000;Completed;Existing;"BU; LO;";Reply AG;;Information Technology;Vermietung;4340;;29,3;Q4;2019;Q4;2019;;BU;13,3693;52,50197
70070;Lützow Urban Offices (Tele-City / CarrierColo);Lützowstraße 105 - 106;10785;Berlin;11000000;Tiergarten;Q4;2000;Completed;Existing;"BU; LO;";Leverate Medien GmbH;Colliers International;Information Technology;Vermietung;870;;27,5;Q2;2019;Q2;2019;;BU;13,3693;52,50197
70070;Lützow Urban Offices (Tele-City / CarrierColo);Lützowstraße 105 - 106;10785;Berlin;11000000;Tiergarten;Q4;2000;Completed;Existing;"BU; LO;";RCKT GmbH;;Consulting Services;Vermietung;1040;;28,8;Q1;2019;Q1;2019;;BU;13,3693;52,50197
2152;TRION Leipziger Platz (ehem. DER-Gebäude);Leipziger Platz 18 - 19 / Ebertstraße;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2021;Completed;New Building;"BU; EH;";Zoetis Deutschland GmbH;;Biotech-, Pharmaceutical Industry;Vermietung;1070;;45;Q4;2023;Q4;2023;;BU;13,3771;52,51
2152;TRION Leipziger Platz (ehem. DER-Gebäude);Leipziger Platz 18 - 19 / Ebertstraße;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2021;Completed;New Building;"BU; EH;";MTU Aero Engines AG;;Business Services;Vermietung;290;;44;Q3;2023;Q3;2023;;BU;13,3771;52,51
2152;TRION Leipziger Platz (ehem. DER-Gebäude);Leipziger Platz 18 - 19 / Ebertstraße;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2021;Completed;New Building;"BU; EH;";Workday GmbH;Cushman & Wakefield;Information Technology;Vermietung;1090;;47;Q1;2024;Q2;2023;5;BU;13,3771;52,51
2152;TRION Leipziger Platz (ehem. DER-Gebäude);Leipziger Platz 18 - 19 / Ebertstraße;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2021;Completed;New Building;"BU; EH;";Eller & Kellermann GbR;;Medical Practice;Vermietung;390;;59;Q1;2023;Q1;2023;;BU;13,3771;52,51
2152;TRION Leipziger Platz (ehem. DER-Gebäude);Leipziger Platz 18 - 19 / Ebertstraße;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2021;Completed;New Building;"BU; EH;";Autodoc Holding GmbH & Co. KG;;Retailing - eCommerce;Vermietung;410;;50,5;Q2;2022;Q2;2022;;BU;13,3771;52,51
2152;TRION Leipziger Platz (ehem. DER-Gebäude);Leipziger Platz 18 - 19 / Ebertstraße;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2021;Completed;New Building;"BU; EH;";n/a;CBRE;Information Technology;Vermietung;2160;;46;Q4;2021;Q3;2021;;BU;13,3771;52,51
2152;TRION Leipziger Platz (ehem. DER-Gebäude);Leipziger Platz 18 - 19 / Ebertstraße;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2021;Completed;New Building;"BU; EH;";Triple A Internetshops GmbH;Savills;Retailing - eCommerce;Vermietung;1440;;50;Q4;2021;Q3;2021;;BU;13,3771;52,51
2152;TRION Leipziger Platz (ehem. DER-Gebäude);Leipziger Platz 18 - 19 / Ebertstraße;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2021;Completed;New Building;"BU; EH;";n/a;;Legal Services;Vermietung in Bau;500;;45;Q4;2020;Q1;2020;;BU;13,3771;52,51
181743;Silicon Allee Neubau - BT Invalidenstraße;Invalidenstraße 113;10115;Berlin;11000000;Mitte;Q2;2018;Completed;New Building;"BU;";n/a;;Information Technology;Untervermietung;700;;35;Q2;2020;Q1;2020;;BU;13,38404;52,53054
181743;Silicon Allee Neubau - BT Invalidenstraße;Invalidenstraße 113;10115;Berlin;11000000;Mitte;Q2;2018;Completed;New Building;"BU;";n/a;;Legal Services;Vermietung in Bau;;;;Q4;2017;Q4;2017;;BU;13,38404;52,53054
181743;Silicon Allee Neubau - BT Invalidenstraße;Invalidenstraße 113;10115;Berlin;11000000;Mitte;Q2;2018;Completed;New Building;"BU;";n/a;;Information Technology;Vermietung in Bau;2580;;27,5;Q4;2018;Q2;2017;;BU;13,38404;52,53054
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";arive GmbH;Savills;Finance Services;Untervermietung;520;;26;Q2;2022;Q2;2022;;BU;13,40686;52,54861
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";Get Your Guide Deutschland GmbH;Colliers International;Tourism/Travel;Vermietung;11680;;24,2;Q1;2018;Q1;2018;;BU;13,40686;52,54861
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";Avignon Capital;;Finance Services;Eigennutzung;;;;Q4;2016;Q3;2016;;BU;13,40686;52,54861
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";Adjust GmbH;;Information Technology;Vermietung;500;;15;Q2;2016;Q2;2016;;BU;13,40686;52,54861
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";n/a;Engel & Völkers;Transport;Vermietung;1080;;16,4;Q4;2015;Q4;2015;3;BU;13,40686;52,54861
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";Hella KGaA Hueck & Co;;Automotive Trade & Services;Vermietung;500;;15;Q3;2015;Q3;2015;3;BU;13,40686;52,54861
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";n/a;;Information Technology;Vermietung;3230;;16,9;Q2;2015;Q2;2015;;BU;13,40686;52,54861
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";n/a;;Information Technology;Vermietung;1470;;15;Q2;2015;Q2;2015;3;BU;13,40686;52,54861
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";n/a;;Tourism/Travel;Vermietung;710;;15;Q2;2015;Q2;2015;3;BU;13,40686;52,54861
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";iversity GmbH;;Education;Vermietung;500;;15;Q2;2015;Q2;2015;2;BU;13,40686;52,54861
75937;Ampere - ehemaliges Umspannwerk Humboldt;Kopenhagener Straße 58 - 61 / Sonnenburger Straße 73;10437;Berlin;11000000;Peripherie-Nord;Q2;2010;Completed;Change of use;"BU;";n/a;;Information Technology;Vermietung;1540;;15;Q1;2015;Q1;2015;3;BU;13,40686;52,54861
98646;Carl-Duisberg-Haus;Lützowufer 6 - 9;10785;Berlin;11000000;Tiergarten;;;Completed;Existing;"BU;";Dampsoft GmbH;Savills;Information Technology;Vermietung;510;;24;Q1;2021;Q4;2020;;BU;13,35793;52,50615
98646;Carl-Duisberg-Haus;Lützowufer 6 - 9;10785;Berlin;11000000;Tiergarten;;;Completed;Existing;"BU;";expertlead (Lindentor 196. VV GmbH);CBRE;Business Services;Vermietung;1510;;25;Q2;2020;Q1;2020;;BU;13,35793;52,50615
97694;The Westlight (ehem. Berliner Volksbank);Budapester Straße 35 / Kurfürstenstraße;10787;Berlin;11000000;Kudamm plus Seitenstr.;Q3;2020;Completed;Demolition & New building;"BU; EH;";FTI Consulting GmbH;Colliers International;Consulting Services;Vermietung;880;;38;Q2;2024;Q2;2023;10;BU;13,34181;52,50537
97694;The Westlight (ehem. Berliner Volksbank);Budapester Straße 35 / Kurfürstenstraße;10787;Berlin;11000000;Kudamm plus Seitenstr.;Q3;2020;Completed;Demolition & New building;"BU; EH;";Carevision Germany GmbH;;Medical Practice;Vermietung;660;;;Q4;2021;Q4;2021;;BU;13,34181;52,50537
97694;The Westlight (ehem. Berliner Volksbank);Budapester Straße 35 / Kurfürstenstraße;10787;Berlin;11000000;Kudamm plus Seitenstr.;Q3;2020;Completed;Demolition & New building;"BU; EH;";n/a;;Real Estate Services;Vermietung;;;;Q2;2021;Q1;2021;;BU;13,34181;52,50537
97694;The Westlight (ehem. Berliner Volksbank);Budapester Straße 35 / Kurfürstenstraße;10787;Berlin;11000000;Kudamm plus Seitenstr.;Q3;2020;Completed;Demolition & New building;"BU; EH;";Austin Fraser GmbH;Cushman & Wakefield;Consulting Services;Vermietung in Bau;310;;;Q4;2020;Q2;2020;;BU;13,34181;52,50537
97694;The Westlight (ehem. Berliner Volksbank);Budapester Straße 35 / Kurfürstenstraße;10787;Berlin;11000000;Kudamm plus Seitenstr.;Q3;2020;Completed;Demolition & New building;"BU; EH;";Design Offices GmbH;JLL;Flexible Office Provider;Vermietung in Bau;7310;;34,6;Q1;2021;Q1;2020;12;BU;13,34181;52,50537
97694;The Westlight (ehem. Berliner Volksbank);Budapester Straße 35 / Kurfürstenstraße;10787;Berlin;11000000;Kudamm plus Seitenstr.;Q3;2020;Completed;Demolition & New building;"BU; EH;";n/a;;Real Estate Services;Vermietung in Bau;2260;;;Q4;2020;Q4;2019;10;BU;13,34181;52,50537
97694;The Westlight (ehem. Berliner Volksbank);Budapester Straße 35 / Kurfürstenstraße;10787;Berlin;11000000;Kudamm plus Seitenstr.;Q3;2020;Completed;Demolition & New building;"BU; EH;";n/a;;Legal Services;Vorvermietung;6700;;30,7;Q1;2020;Q4;2017;12,5;BU;13,34181;52,50537
2706;Park Center Treptow;Am Treptower Park 14 / Elsenstraße 111 - 114 / Beermannstraße;12435;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU; EH; FR; WO;";n/a;;Public Organisation;Vermietung;1000;;;Q3;2023;Q2;2023;;BU;13,4578;52,4911
2706;Park Center Treptow;Am Treptower Park 14 / Elsenstraße 111 - 114 / Beermannstraße;12435;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU; EH; FR; WO;";LaruHelpsUkraine e.V.;;Not for profit, Charity, Society;Vermietung;1000;;;Q3;2023;Q2;2023;;BU;13,4578;52,4911
2456;Büro- und Geschäftshaus mit Wohnungen;Rennbahnstraße 22, 23 / Pasedagplatz 3, 4;13086;Berlin;11000000;Peripherie-Nord;Q2;1994;Completed;New Building;"BU; EH; WO;";Helios Shared Service Center GmbH;Engel & Völkers;Health and Welfare Service;Vermietung;1200;;10;Q2;2019;Q2;2019;;BU;13,46392;52,55797
2456;Büro- und Geschäftshaus mit Wohnungen;Rennbahnstraße 22, 23 / Pasedagplatz 3, 4;13086;Berlin;11000000;Peripherie-Nord;Q2;1994;Completed;New Building;"BU; EH; WO;";n/a;;Information Technology;Vermietung;160;;;Q1;2019;Q1;2019;;BU;13,46392;52,55797
1504;Rathaus Berlin Mitte;Karl-Marx-Allee 31 / Berolina Straße;10178;Berlin;11000000;Mitte;Q4;1997;Completed;Existing;"BU;";Land Berlin;;Public Organisation;Anschlußmietvertrag;20890;;14,6;Q1;2018;Q2;2016;10;BU;13,42337;52,5211
2353;Falkenbergpark Berlin Gebäude Paradiesstraße 206;Paradiesstraße 206;12526;Berlin;11000000;Peripherie-Süd;Q4;1994;Completed;Existing;"BU; LO;";n/a;Engel & Völkers;Construction;Vermietung;130;;;Q1;2025;Q4;2024;;BU;13,55557;52,40288
2353;Falkenbergpark Berlin Gebäude Paradiesstraße 206;Paradiesstraße 206;12526;Berlin;11000000;Peripherie-Süd;Q4;1994;Completed;Existing;"BU; LO;";SOULUTION GmbH;Engel & Völkers;Consulting Services;Vermietung;1160;;12,7;Q4;2023;Q4;2023;;BU;13,55557;52,40288
2353;Falkenbergpark Berlin Gebäude Paradiesstraße 206;Paradiesstraße 206;12526;Berlin;11000000;Peripherie-Süd;Q4;1994;Completed;Existing;"BU; LO;";Aromatic GmbH;Engel & Völkers;Retailing;Vermietung;420;;14,5;Q4;2019;Q4;2019;;BU;13,55557;52,40288
2353;Falkenbergpark Berlin Gebäude Paradiesstraße 206;Paradiesstraße 206;12526;Berlin;11000000;Peripherie-Süd;Q4;1994;Completed;Existing;"BU; LO;";Heidersberger Fassadenbau GmbH;;Construction;Vermietung;280;;12,9;Q4;2019;Q3;2019;;BU;13,55557;52,40288
2353;Falkenbergpark Berlin Gebäude Paradiesstraße 206;Paradiesstraße 206;12526;Berlin;11000000;Peripherie-Süd;Q4;1994;Completed;Existing;"BU; LO;";IDS GmbH;Engel & Völkers;Information Technology;Vermietung;720;;11,3;Q2;2019;Q2;2019;;BU;13,55557;52,40288
2353;Falkenbergpark Berlin Gebäude Paradiesstraße 206;Paradiesstraße 206;12526;Berlin;11000000;Peripherie-Süd;Q4;1994;Completed;Existing;"BU; LO;";Wolffkran GmbH;Engel & Völkers;Construction;Vermietung;140;;11,6;Q2;2019;Q2;2019;;BU;13,55557;52,40288
2353;Falkenbergpark Berlin Gebäude Paradiesstraße 206;Paradiesstraße 206;12526;Berlin;11000000;Peripherie-Süd;Q4;1994;Completed;Existing;"BU; LO;";Transportmanagement der Bundesverwaltung;BNP Paribas;Automotive Trade & Services;Vermietung;1500;;12,5;Q1;2019;Q3;2018;;BU;13,55557;52,40288
224895;Ausweichquartier für die Berliner Polizei;Pankstraße;13357;Berlin;11000000;Peripherie-Nord;Q4;2024;Completed;New Building;"BU;";Berliner Polizei;;Public Organisation;Eigennutzung;4000;;;Q1;2025;Q1;2023;;BU;13,37578;52,54794
95492;;Neue Schönhauser Straße 16;10178;Berlin;11000000;Mitte;;;Completed;Existing;"BU; EH;";n/a;;Health and Welfare Service;Vermietung;220;;28;Q2;2024;Q2;2024;;BU;13,40493;52,52461
1574;Quartier Volksbank / Quartier Bundesallee - QB 206 - Berliner Volksbank (Haus 1);Bundesallee 206 / Nachodstraße;10717;Berlin;11000000;Wilmersdorf;Q4;2023;Completed;New Building;"BU;";Volksbank;;Banking;Eigennutzung;15140;;;Q1;2023;Q4;2016;;BU;13,33138;52,49495
98486;Fa. Rohde & Schwarz;Am Studio 3;12489;Berlin;11000000;Adlershof;Q4;2002;Completed;Existing;"BU;";IGEA Ingenieurgesellschaft;;Business Services;Vermietung;440;;12;Q2;2018;Q2;2018;;BU;13,54132;52,42961
98486;Fa. Rohde & Schwarz;Am Studio 3;12489;Berlin;11000000;Adlershof;Q4;2002;Completed;Existing;"BU;";Freyler Industriebau GmbH;Colliers International;Construction;Vermietung;350;;12;Q1;2018;Q4;2017;;BU;13,54132;52,42961
197315;QH Colonnades - Quartier Heidestraße (Mischgebiet 3.2);Heidestraße / George-Stephenson-Straße 10, 12;10557;Berlin;11000000;Hauptbahnhof / Europacity;Q3;2023;Completed;New Building;"BU; EH; FR; WO;";Majori GmbH;JLL;Consulting Services;Vermietung in Bau;1060;;37;Q4;2023;Q2;2023;;BU;13,36472;52,53317
197315;QH Colonnades - Quartier Heidestraße (Mischgebiet 3.2);Heidestraße / George-Stephenson-Straße 10, 12;10557;Berlin;11000000;Hauptbahnhof / Europacity;Q3;2023;Completed;New Building;"BU; EH; FR; WO;";Wall GmbH;;Advertising;Vermietung in Bau;2120;;37;Q1;2023;Q1;2023;;BU;13,36472;52,53317
97400;;Berliner Straße 148;10717;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";CBXNET Combox Internet GmbH;;Information Technology;Vermietung;370;;;Q4;2017;Q4;2017;;BU;13,32837;52,48654
97400;;Berliner Straße 148;10717;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";reventix GmbH;;Information Technology;Vermietung;370;;12,4;Q4;2017;Q4;2017;;BU;13,32837;52,48654
181612;;Brandenburgische Straße 39;10707;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU;";n/a;;Business Services;Vermietung;;;;Q3;2015;Q3;2015;;BU;13,30737;52,49782
