ID;Property name;Address;Postcode;City;CKCode;Submarket;Completion Quarter;Completion Year;Development status;Type;Type of use;Tenant;Agent;Industry;Type;Floor space;Industrial Space: Subtype;Rent;Move-in Quarter;Move-in Year;Contract Quarter;Contract Year;Contract Duration;Use;gis_x;gis_y
95712;Gewerbehof Lichtfabrik;Kohlfurter Straße 41 - 43;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU; WO;";JUCR GmbH;Angermann Real Estate Advisory;Information Technology;Vermietung;580;;22;Q2;2022;Q1;2022;;BU;13,41853;52,49683
95712;Gewerbehof Lichtfabrik;Kohlfurter Straße 41 - 43;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU; WO;";Tarent Solutions GmbH;;Information Technology;Vermietung;350;;22;Q3;2018;Q3;2018;;BU;13,41853;52,49683
95712;Gewerbehof Lichtfabrik;Kohlfurter Straße 41 - 43;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU; WO;";Doodle Deutschland GmbH;Cushman & Wakefield;Information Technology;Vermietung;560;;21;Q2;2018;Q2;2018;;BU;13,41853;52,49683
95712;Gewerbehof Lichtfabrik;Kohlfurter Straße 41 - 43;10999;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU; WO;";Civey GmbH;Avison Young;Information Technology;Vermietung;560;;20;Q1;2018;Q4;2017;;BU;13,41853;52,49683
72063;The Graph (ehem. Duke);Markgrafenstraße 62 - 63;10117;Berlin;11000000;Kreuzberg;Q4;2023;Completed;Modernisation;"BU; EH;";n/a;;Energy, Utilities;Vermietung in Bau;760;;;Q3;2023;Q3;2023;;BU;13,39387;52,50765
72063;The Graph (ehem. Duke);Markgrafenstraße 62 - 63;10117;Berlin;11000000;Kreuzberg;Q4;2023;Completed;Modernisation;"BU; EH;";SEFE Securing Energy for Europe GmbH/Gazprom;;Energy, Utilities;Vermietung in Bau;5500;;38,5;Q1;2024;Q1;2023;;BU;13,39387;52,50765
72063;The Graph (ehem. Duke);Markgrafenstraße 62 - 63;10117;Berlin;11000000;Kreuzberg;Q4;2023;Completed;Modernisation;"BU; EH;";LK Argus GmbH;;Consulting Services;Vermietung;760;;30;Q4;2019;Q4;2019;;BU;13,39387;52,50765
72063;The Graph (ehem. Duke);Markgrafenstraße 62 - 63;10117;Berlin;11000000;Kreuzberg;Q4;2023;Completed;Modernisation;"BU; EH;";n/a;;Flexible Office Provider;Vermietung;880;;;Q4;2018;Q2;2018;;BU;13,39387;52,50765
72063;The Graph (ehem. Duke);Markgrafenstraße 62 - 63;10117;Berlin;11000000;Kreuzberg;Q4;2023;Completed;Modernisation;"BU; EH;";n/a;;Business Services;Vermietung;610;;15;Q4;2015;Q4;2015;;BU;13,39387;52,50765
60691;Umspannwerk;Alte Jakobstraße 90 - 91;10179;Berlin;11000000;Mitte;;;Completed;Existing;"BU; EH;";Vattenfall;;Energy, Utilities;Eigennutzung;3510;;;Q2;2016;Q2;2016;;BU;13,40637;52,50912
2554;spreekarree;Friedrichstraße 135 - 136 / Schiffbauerdamm;10117;Berlin;11000000;Mitte;Q2;2004;Completed;Modernisation;"BU; WO;";Gematik - Gesellschaft für Telematikanwendungen der Gesundheitskarte mbH;;Not for profit, Charity, Society;Vermietung;300;;17;Q3;2016;Q3;2016;;BU;13,3875;52,5228
2156;Classicon;Leipziger Platz 9;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2003;Completed;New Building;"BU; EH; WO;";WvM Immobilien + Projektentwicklung GmbH;Engel & Völkers;Real Estate Services;Vermietung;630;;34,7;Q1;2022;Q1;2022;;BU;13,37931;52,50877
2156;Classicon;Leipziger Platz 9;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2003;Completed;New Building;"BU; EH; WO;";competence & more Personaldienstleistungen GmbH;;Consulting Services;Vermietung;340;;32,5;Q1;2022;Q1;2022;;BU;13,37931;52,50877
2156;Classicon;Leipziger Platz 9;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2003;Completed;New Building;"BU; EH; WO;";n/a;Cushman & Wakefield;Legal Services;Vermietung;690;;;Q4;2020;Q3;2020;;BU;13,37931;52,50877
2156;Classicon;Leipziger Platz 9;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2003;Completed;New Building;"BU; EH; WO;";ZIA - Zentraler Immobilienausschuss e.V.;Colliers International;Not for profit, Charity, Society;Vermietung;1260;;24;Q1;2018;Q1;2018;;BU;13,37931;52,50877
2156;Classicon;Leipziger Platz 9;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2003;Completed;New Building;"BU; EH; WO;";Watergate Investments GmbH;;Finance Services;Vermietung;260;;;Q2;2016;Q2;2016;;BU;13,37931;52,50877
2156;Classicon;Leipziger Platz 9;10117;Berlin;11000000;Potsdamer- / Leipziger Platz;Q2;2003;Completed;New Building;"BU; EH; WO;";Dachverband Deutscher Immobilienverwalter e.V.;CBRE;Not for profit, Charity, Society;Vermietung;340;;19,9;Q4;2015;Q4;2015;;BU;13,37931;52,50877
112752;Alexanderquartier / The Social Hub;Alexanderstraße 40 / Dircksenstraße 3 / Schicklerstraße;10179;Berlin;11000000;Mitte;Q3;2019;Completed;New Building;"BU; HO; WO;";Groupon;;Retailing - eCommerce;Anmietung in Coworking;900;;;Q1;2022;Q1;2022;;BU;13,4174;52,51668
112752;Alexanderquartier / The Social Hub;Alexanderstraße 40 / Dircksenstraße 3 / Schicklerstraße;10179;Berlin;11000000;Mitte;Q3;2019;Completed;New Building;"BU; HO; WO;";WeWork;;Flexible Office Provider;Vorvermietung;7000;;;Q1;2020;Q4;2017;;BU;13,4174;52,51668
2519;WISTA Business Center (WBC) - Media City Adlershof;Rudower Chaussee 17 - 19;12489;Berlin;11000000;Adlershof;Q1;1998;Completed;New Building;"BU; EH;";n/a;;Flexible Office Provider;Untervermietung;550;;;Q1;2018;Q1;2018;;BU;13,53381;52,43076
95619;;Immanuelkirchstraße 14 a.b;10405;Berlin;11000000;Peripherie-Nord;;;Completed;Existing;"BU;";Saving Global;;Finance Services;Vermietung;540;;11,5;Q1;2015;Q1;2015;5;BU;13,42619;52,53183
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";commonground MUC GmbH;;Real Estate Services;Vermietung;200;;27,5;Q4;2022;Q4;2022;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";Logivest GmbH;;Real Estate Services;Vermietung;50;;25,5;Q4;2022;Q4;2022;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";Kummer Consulting GmbH;;Consulting Services;Vermietung;140;;27;Q1;2022;Q1;2022;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";signavio GmbH;Avison Young;Information Technology;Vermietung;440;;26,5;Q3;2019;Q3;2019;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";Foxit Europe GmbH;JLL;Information Technology;Vermietung;780;;23,9;Q2;2019;Q2;2019;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";Adorum GmbH;Savills;Advertising;Vermietung;290;;17,5;Q2;2018;Q2;2018;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";n/a;;Business Services;Vermietung;180;;16;Q2;2018;Q1;2018;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";Konrad-Adenauer-Stiftung e.V.;;Not for profit, Charity, Society;Vermietung;460;;18,3;Q4;2017;Q4;2017;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";Grbv Ingenieure in Bauwesen GmbH;;Construction;Vermietung;320;;14,5;Q4;2017;Q4;2017;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";von Rüden Immobilien GmbH;;Consulting Services;Vermietung;440;;16;Q2;2017;Q2;2017;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";R1SC Partnerschaft mbH;;Accountants;Vermietung;480;;14,6;Q4;2016;Q4;2016;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";CSSP - Berlin Center for Integrative Mediation e.V.;;Not for profit, Charity, Society;Vermietung;200;;15,5;Q4;2016;Q4;2016;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";n/a;;Information Technology;Vermietung;320;;;Q3;2015;Q3;2015;;BU;13,34924;52,50552
60539;Lützow-Center;Wichmannstraße 5 - 6 / Lützowufer 26 - 28 / Landgrafenstraße 14 - 15 / Keithstraße 45;10787;Berlin;11000000;Tiergarten;Q4;1985;Completed;Existing;"BU; EH; WO;";n/a;JLL;Banking;Vermietung;150;;13,2;Q3;2015;Q3;2015;;BU;13,34924;52,50552
140896;Am Oktogon - Campus für Gewerbe und Technologie - B4;Rudower Chaussee 52;12489;Berlin;11000000;Adlershof;Q4;2018;Completed;New Building;"BU;";Rotho Kunststoff GmbH;;Manufacturing;Vermietung;210;;15,5;Q1;2024;Q1;2024;;BU;13,52042;52,4286
140896;Am Oktogon - Campus für Gewerbe und Technologie - B4;Rudower Chaussee 52;12489;Berlin;11000000;Adlershof;Q4;2018;Completed;New Building;"BU;";Tempelbau GmbH;;Construction;Untervermietung;440;;13,2;Q2;2021;Q2;2021;;BU;13,52042;52,4286
140896;Am Oktogon - Campus für Gewerbe und Technologie - B4;Rudower Chaussee 52;12489;Berlin;11000000;Adlershof;Q4;2018;Completed;New Building;"BU;";Project Immobilien;Colliers International;Real Estate Services;Vermietung;440;;13,2;Q2;2019;Q2;2019;;BU;13,52042;52,4286
140896;Am Oktogon - Campus für Gewerbe und Technologie - B4;Rudower Chaussee 52;12489;Berlin;11000000;Adlershof;Q4;2018;Completed;New Building;"BU;";Geutebrück GmbH & Co. KG;JLL;Information Technology;Vermietung;230;;13,2;Q1;2019;Q1;2019;;BU;13,52042;52,4286
140896;Am Oktogon - Campus für Gewerbe und Technologie - B4;Rudower Chaussee 52;12489;Berlin;11000000;Adlershof;Q4;2018;Completed;New Building;"BU;";AS Steuerberatunggesellschaft;;Consulting Services;Vermietung;220;;13,2;Q1;2019;Q4;2018;;BU;13,52042;52,4286
180984;Neubau Deutscher Bundeswehrverband;Stresemannstraße 57 - 59;10963;Berlin;11000000;Kreuzberg;Q2;2018;Completed;New Building;"BU;";Bundeswehrverband;;Not for profit, Charity, Society;Eigennutzung;3700;;;Q4;2018;Q4;2015;;BU;13,38468;52,50221
30070;Wohn- und Geschäftshaus;Französische Straße 24;10117;Berlin;11000000;Mitte 1a;Q3;2003;Completed;Demolition & New building;"BU; EH; WO;";AFRY Management Consulting GmbH;;Consulting Services;Vermietung;330;;28;Q3;2021;Q3;2021;;BU;13,3902;52,5146
30070;Wohn- und Geschäftshaus;Französische Straße 24;10117;Berlin;11000000;Mitte 1a;Q3;2003;Completed;Demolition & New building;"BU; EH; WO;";n/a;;Flexible Office Provider;Vermietung;760;;;Q1;2019;Q1;2019;;BU;13,3902;52,5146
1707;BER Datacenter;Florastraße 133 - 136;12623;Berlin;11000000;Peripherie-Ost;Q4;2022;Completed;Change of use;"BU; LO;";n/a;;Information Technology;Eigennutzung;530;;;Q4;2022;Q2;2021;;BU;13,61809;52,51401
97365;ehem. Telekom-Haus / IBM / ERP 6;Ernst-Reuter-Platz 6;10587;Berlin;11000000;Charlottenburg;Q4;2022;Completed;Modernisation;"BU;";n/a;;Information Technology;Vermietung;2000;;35,3;Q2;2024;Q2;2024;;BU;13,32027;52,51221
97365;ehem. Telekom-Haus / IBM / ERP 6;Ernst-Reuter-Platz 6;10587;Berlin;11000000;Charlottenburg;Q4;2022;Completed;Modernisation;"BU;";Trailstone GmbH;;Energy, Utilities;Vermietung in Bau;1260;;39;Q4;2022;Q4;2022;;BU;13,32027;52,51221
97365;ehem. Telekom-Haus / IBM / ERP 6;Ernst-Reuter-Platz 6;10587;Berlin;11000000;Charlottenburg;Q4;2022;Completed;Modernisation;"BU;";Alstom;;Transport;Vermietung in Bau;5610;;36;Q4;2022;Q3;2022;5;BU;13,32027;52,51221
2409;Nobilis;Prenzlauer Allee 180 / Ahlbecker Straße 1;10405;Berlin;11000000;Peripherie-Nord;Q4;1995;Completed;New Building;"BU; EH;";Dronesperhour GmbH;;Education;Vermietung;350;;13;Q2;2024;Q2;2024;;BU;13,4267;52,54401
2409;Nobilis;Prenzlauer Allee 180 / Ahlbecker Straße 1;10405;Berlin;11000000;Peripherie-Nord;Q4;1995;Completed;New Building;"BU; EH;";Pfefferwerk Stadtkultur gGmbH;;Health and Welfare Service;Vermietung;150;;13;Q2;2024;Q2;2024;;BU;13,4267;52,54401
72789;Hülse-Haus;Kurfürstendamm 42;10719;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1955;Completed;Existing;"BU; EH; WO;";n/a;;Legal Services;Vermietung;370;;30,9;Q2;2022;Q2;2022;;BU;13,32097;52,50208
72789;Hülse-Haus;Kurfürstendamm 42;10719;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1955;Completed;Existing;"BU; EH; WO;";Orientis (Deutschland) GmbH;Engel & Völkers;Retailing;Vermietung;140;;25,1;Q2;2020;Q1;2020;;BU;13,32097;52,50208
243376;;Bernadottestraße 66;14195;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU;";KapHag Immobilien Holding GmbH;;Real Estate Services;Vermietung;110;;25;Q4;2021;Q4;2021;;BU;13,28812;52,46852
177469;Hochhaus am Europaplatz, BF 04 - KPMG - Einz Tower;Europaplatz;10557;Berlin;11000000;Hauptbahnhof / Europacity;Q3;2023;Completed;New Building;"BU; EH;";KPMG;JLL;Accountants;Vorvermietung;23000;;30;Q4;2022;Q3;2019;;BU;13,3693;52,52733
149747;;Justus-von-Liebig-Straße 7;12489;Berlin;11000000;Adlershof;;;Completed;Existing;"BU;";FRÖBEL Bildung und Erziehung gGmbH;;Education;Vermietung;370;;14,3;Q1;2024;Q1;2024;;BU;13,53805;52,42834
149747;;Justus-von-Liebig-Straße 7;12489;Berlin;11000000;Adlershof;;;Completed;Existing;"BU;";Digalog GmbH;Colliers International;Manufacturing;Vermietung;560;;12;Q2;2020;Q1;2020;;BU;13,53805;52,42834
149747;;Justus-von-Liebig-Straße 7;12489;Berlin;11000000;Adlershof;;;Completed;Existing;"BU;";Regierungsbaumeister Schlegel GmbH;Engel & Völkers;Construction;Vermietung;570;;8,9;Q1;2018;Q4;2017;;BU;13,53805;52,42834
149747;;Justus-von-Liebig-Straße 7;12489;Berlin;11000000;Adlershof;;;Completed;Existing;"BU;";Kompetenzzentrum AMVG gGmbH;;Business Services;Vermietung;460;;9;Q2;2016;Q2;2016;;BU;13,53805;52,42834
25501;Königliche Eisenbahndirektion 1. BA;Schöneberger Ufer 1 - 3 / Schöneberger Straße 14 - 15;10785;Berlin;11000000;Kreuzberg;Q4;2003;Completed;Modernisation;"BU;";Christmas Garden Deutschland GmbH;;Other Services & Trades;Vermietung;540;;30;Q3;2021;Q2;2021;;BU;13,37536;52,50165
25501;Königliche Eisenbahndirektion 1. BA;Schöneberger Ufer 1 - 3 / Schöneberger Straße 14 - 15;10785;Berlin;11000000;Kreuzberg;Q4;2003;Completed;Modernisation;"BU;";BIMA;Colliers International;Public Organisation;Vermietung;15130;;16;Q3;2017;Q3;2017;10;BU;13,37536;52,50165
204147;;Schliemannstraße 19;10437;Berlin;11000000;Peripherie-Nord;;;Completed;Existing;"BU;";n/a;;Flexible Office Provider;Vermietung;150;;;Q4;2016;Q4;2016;;BU;13,42044;52,54408
84233;B71;Bergmannstraße 71 - 72 / Marheinekeplatz / Schleiermacherstraße 23 -25;10961;Berlin;11000000;Kreuzberg;Q4;2009;Completed;Modernisation;"BU; EH;";Accenture Dienstleistungen GmbH;CBRE;Consulting Services;Anschlußmietvertrag;620;;30;Q3;2023;Q3;2023;;BU;13,39791;52,48923
84233;B71;Bergmannstraße 71 - 72 / Marheinekeplatz / Schleiermacherstraße 23 -25;10961;Berlin;11000000;Kreuzberg;Q4;2009;Completed;Modernisation;"BU; EH;";Accenture Dienstleistungen GmbH;;Consulting Services;Vermietung;620;;34,5;Q4;2021;Q4;2021;;BU;13,39791;52,48923
84233;B71;Bergmannstraße 71 - 72 / Marheinekeplatz / Schleiermacherstraße 23 -25;10961;Berlin;11000000;Kreuzberg;Q4;2009;Completed;Modernisation;"BU; EH;";Accenture Dienstleistungen GmbH;CBRE;Consulting Services;Vermietung;1720;;34;Q1;2021;Q4;2020;;BU;13,39791;52,48923
84233;B71;Bergmannstraße 71 - 72 / Marheinekeplatz / Schleiermacherstraße 23 -25;10961;Berlin;11000000;Kreuzberg;Q4;2009;Completed;Modernisation;"BU; EH;";Funding Circle Continental Europe (vormals Zencap);Engel & Völkers;Information Technology;Vermietung;2300;;19;Q1;2016;Q4;2015;;BU;13,39791;52,48923
84233;B71;Bergmannstraße 71 - 72 / Marheinekeplatz / Schleiermacherstraße 23 -25;10961;Berlin;11000000;Kreuzberg;Q4;2009;Completed;Modernisation;"BU; EH;";Auto1 Gmbh;;Retailing;Vermietung;4720;;16,5;Q3;2015;Q3;2015;;BU;13,39791;52,48923
140902;Am Oktogon - Campus für Gewerbe und Technologie - B8;Hermann-Dorner-Allee 91;12487;Berlin;11000000;Adlershof;Q3;2023;Completed;New Building;"BU;";n/a;;Information Technology;Vermietung in Bau;2300;;;Q4;2023;Q2;2023;10;BU;13,5197;52,42945
1751;Haus Friedrichstadt;Friedrichstraße 194 - 199;10117;Berlin;11000000;Mitte 1a;Q3;2024;Completed;Modernisation;"BU; EH;";ABK Allgemeine Beamten Bank AG;;Finance Services;Vermietung;2170;;;Q4;2025;Q1;2025;;BU;13,3898;52,50992
1751;Haus Friedrichstadt;Friedrichstraße 194 - 199;10117;Berlin;11000000;Mitte 1a;Q3;2024;Completed;Modernisation;"BU; EH;";PMG Presse-Monitor GmbH & Co. KG;;Information Technology;Vermietung in Bau;1050;;37;Q1;2025;Q1;2024;;BU;13,3898;52,50992
1751;Haus Friedrichstadt;Friedrichstraße 194 - 199;10117;Berlin;11000000;Mitte 1a;Q3;2024;Completed;Modernisation;"BU; EH;";Hertie School gGmbH;;Education;Vermietung;530;;18,1;Q3;2021;Q3;2021;;BU;13,3898;52,50992
1751;Haus Friedrichstadt;Friedrichstraße 194 - 199;10117;Berlin;11000000;Mitte 1a;Q3;2024;Completed;Modernisation;"BU; EH;";Zetcon Ingenieure GmbH;BNP Paribas;Construction;Vermietung;660;;23;Q1;2020;Q1;2020;;BU;13,3898;52,50992
1751;Haus Friedrichstadt;Friedrichstraße 194 - 199;10117;Berlin;11000000;Mitte 1a;Q3;2024;Completed;Modernisation;"BU; EH;";greatcontent AG;;Business Services;Vermietung;500;;;Q2;2017;Q2;2017;;BU;13,3898;52,50992
1751;Haus Friedrichstadt;Friedrichstraße 194 - 199;10117;Berlin;11000000;Mitte 1a;Q3;2024;Completed;Modernisation;"BU; EH;";Arbeiter-Samariter-Bund Deutschland e.V. Hauptstadtrepräsentanz;;Health and Welfare Service;Vermietung;440;;16;Q2;2017;Q2;2017;;BU;13,3898;52,50992
1751;Haus Friedrichstadt;Friedrichstraße 194 - 199;10117;Berlin;11000000;Mitte 1a;Q3;2024;Completed;Modernisation;"BU; EH;";Humboldt Universität;;Education;Vermietung;1030;;16,5;Q4;2016;Q4;2016;;BU;13,3898;52,50992
1751;Haus Friedrichstadt;Friedrichstraße 194 - 199;10117;Berlin;11000000;Mitte 1a;Q3;2024;Completed;Modernisation;"BU; EH;";Wine in Black GmbH;;Retailing;Vermietung;500;;15,8;Q4;2016;Q4;2016;;BU;13,3898;52,50992
1751;Haus Friedrichstadt;Friedrichstraße 194 - 199;10117;Berlin;11000000;Mitte 1a;Q3;2024;Completed;Modernisation;"BU; EH;";n/a;;Education;Vermietung;1010;;17,5;Q2;2016;Q2;2016;;BU;13,3898;52,50992
98031;;Invalidenstraße 17;10115;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";n/a;;Education;Vermietung;1350;;10,8;Q1;2015;Q1;2015;;BU;13,39011;52,53189
96562;;Kurfürstendamm 213;10719;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU; EH;";empira Asset Management GmbH;JLL;Real Estate Services;Vermietung;310;;29;Q1;2019;Q1;2019;;BU;13,32651;52,50247
96562;;Kurfürstendamm 213;10719;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU; EH;";n/a;;n/a;Vermietung;540;;;Q4;2017;Q2;2017;;BU;13,32651;52,50247
96562;;Kurfürstendamm 213;10719;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU; EH;";Mahlke Immobilien;Colliers International;Real Estate Services;Vermietung;150;;20;Q1;2016;Q1;2016;;BU;13,32651;52,50247
209675;Lanolinfabrik - Kanalhaus;Salzufer 15 / 16;10587;Berlin;11000000;Charlottenburg;Q2;2021;Completed;New Building;"BU;";n/a;;Research and Development;Vermietung;9200;;25,5;Q3;2022;Q2;2022;;BU;13,32231;52,51854
209675;Lanolinfabrik - Kanalhaus;Salzufer 15 / 16;10587;Berlin;11000000;Charlottenburg;Q2;2021;Completed;New Building;"BU;";Art Directors Club für Deutschland (ADC);Aengevelt;Not for profit, Charity, Society;Vermietung;200;;25;Q1;2022;Q4;2021;;BU;13,32231;52,51854
209675;Lanolinfabrik - Kanalhaus;Salzufer 15 / 16;10587;Berlin;11000000;Charlottenburg;Q2;2021;Completed;New Building;"BU;";DAB Digitalagentur Berlin GmbH;;Information Technology;Vermietung;530;;29,7;Q4;2021;Q3;2021;;BU;13,32231;52,51854
95813;;Joachimsthaler Straße 30;10719;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";AZ Commerce Group GmbH;Engel & Völkers;Other Services & Trades;Vermietung;350;;26,5;Q4;2023;Q4;2023;;BU;13,33098;52,50131
95813;;Joachimsthaler Straße 30;10719;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";n/a;;Finance Services;Vermietung;760;;26;Q1;2018;Q1;2018;;BU;13,33098;52,50131
95813;;Joachimsthaler Straße 30;10719;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";n/a;;Legal Services;Vermietung;340;;23,1;Q4;2017;Q4;2017;;BU;13,33098;52,50131
95813;;Joachimsthaler Straße 30;10719;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";n/a;;Business Services;Vermietung;190;;;Q4;2017;Q4;2017;;BU;13,33098;52,50131
246099;Gema Neubau - BOB K7;Keithstraße 7;10787;Berlin;11000000;Schöneberg;Q2;2024;Completed;Demolition & New building;"BU;";n/a;;Information Technology;Eigennutzung;1230;;;Q2;2024;Q3;2022;;BU;13,34562;52,5024
68705;Gesundheitszentrum Kontor Spandau;Seeburger Straße 9 - 11;10367;Berlin;11000000;Peripherie-West;Q3;2002;Completed;New Building;"BU;";WBS Training;Aengevelt;Education;Vermietung;370;;;Q4;2016;Q4;2016;;BU;13,19198;52,52854
288487;Wohn- und Geschäftshaus;Nürnberger Straße 38;10777;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU; WO;";n/a;;Flexible Office Provider;Vermietung;980;;18;Q1;2025;Q3;2024;;BU;13,33544;52,49893
2252;Spree-Carrée;Michaelkirchstraße 17 / 18;10179;Berlin;11000000;Mediaspree;Q1;1996;Completed;Modernisation;"BU;";Content Management AG;;Information Technology;Vermietung;240;;;Q3;2017;Q3;2017;;BU;13,42234;52,51092
2252;Spree-Carrée;Michaelkirchstraße 17 / 18;10179;Berlin;11000000;Mediaspree;Q1;1996;Completed;Modernisation;"BU;";n/a;;Education;Vermietung;240;;;Q3;2017;Q3;2017;;BU;13,42234;52,51092
